club,name,position,age,overall,nationality,image
Newell's Old Boys,T. Jacob,LD LD,18,65,Argentina,/265/402/23_60.png
Newell's Old Boys,M. Luciano,LE LE,18,65,Argentina,/267/900/23_60.png
Newell's Old Boys,R. Sordo,PE ME ATA,22,65,Argentina,/261/443/23_60.png
Newell's Old Boys,B. Aguirre,ME PE,19,64,Argentina,/271/512/23_60.png
Newell's Old Boys,J. Giani,PD MD,23,63,Argentina,/261/261/23_60.png
Newell's Old Boys,M. Esponda,VOL,19,62,Argentina,/271/767/23_60.png
Newell's Old Boys,M. Llano,LD MD,22,62,Argentina,/258/291/23_60.png
Newell's Old Boys,F. Herrera,GOL,18,61,Argentina,/267/575/23_60.png
Newell's Old Boys,M. Portillo,MC,22,61,Argentina,/269/620/23_60.png
Newell's Old Boys,G. Balzi,MC,20,61,Argentina,/263/436/23_60.png
Newell's Old Boys,M. Campagnaro,LE,19,60,Argentina,/265/403/23_60.png
Newell's Old Boys,N. Funez,ATA,21,60,Argentina,/265/728/23_60.png
Argentinos Juniors,K. Mac Allister,ZAG LD,24,74,Argentina,/233/230/23_60.png
Argentinos Juniors,A. Roa,MEI MD ME,29,74,Colombia,/221/310/23_60.png
Argentinos Juniors,G. Ávalos,ATA,31,74,Paraguay,/226/286/23_60.png
Argentinos Juniors,M. Torrén,ZAG,33,73,Argentina,/176/920/23_60.png
Argentinos Juniors,L. Villalba,ZAG LE LE,27,73,Argentina,/214/937/23_60.png
Argentinos Juniors,C. Quintana,ZAG,34,72,Argentina,/234/458/23_60.png
Argentinos Juniors,J. Cabrera,MD ME LD,30,72,Uruguay,/224/317/23_60.png
Argentinos Juniors,L. Cháves,GOL,26,72,Argentina,/213/272/23_60.png
Argentinos Juniors,M. Bíttolo,LE LE ME,32,72,Argentina,/215/148/23_60.png
Argentinos Juniors,F. González Metilli,MD ME ATA,25,71,Argentina,/246/770/23_60.png
Argentinos Juniors,A. Rodríguez,MC MEI,22,70,Uruguay,/271/501/23_60.png
Argentinos Juniors,F. Lanzillotta,GOL,29,70,Argentina,/226/675/23_60.png
Argentinos Juniors,F. Moyano,MC VOL,24,69,Argentina,/241/931/23_60.png
Argentinos Juniors,M. Coronel,ATA ME,23,68,Argentina,/259/537/23_60.png
Argentinos Juniors,F. Mater,MD LD MC,23,68,Argentina,/258/528/23_60.png
Argentinos Juniors,L. Sánchez,ME LE LE,28,68,Argentina,/267/573/23_60.png
Argentinos Juniors,L. Gómez,LD MD ME,26,68,Argentina,/232/832/23_60.png
Argentinos Juniors,J. Sandoval,LD,35,67,Uruguay,/240/689/23_60.png
Argentinos Juniors,L. González,ZAG LE,28,67,Argentina,/220/291/23_60.png
Argentinos Juniors,M. Godoy,MD ME ATA,20,67,Argentina,/258/700/23_60.png
Argentinos Juniors,L. Mosevich,ZAG,25,66,Argentina,/231/479/23_60.png
Argentinos Juniors,G. Verón,ATA,21,66,Argentina,/242/250/23_60.png
Argentinos Juniors,T. Nuss,MD PD ATA,21,65,Argentina,/254/816/23_60.png
Argentinos Juniors,M. Di Cesare,ZAG,20,65,Argentina,/260/233/23_60.png
Argentinos Juniors,F. Redondo,VOL,19,64,Spain,/269/622/23_60.png
Argentinos Juniors,Y. González,ME PE,20,63,Argentina,/260/125/23_60.png
Argentinos Juniors,L. Finochietto,GOL,25,63,Argentina,/241/099/23_60.png
Argentinos Juniors,D. Zalazar,ME,20,63,Argentina,/267/625/23_60.png
Argentinos Juniors,P. Minissale,ZAG,21,63,Argentina,/261/369/23_60.png
Argentinos Juniors,J. Herrera,MD ME,19,62,Argentina,/270/649/23_60.png
Argentinos Juniors,L. Ovando,ATA,19,61,Argentina,/264/218/23_60.png
Argentinos Juniors,M. Acosta,GOL,20,60,Argentina,/269/623/23_60.png
Talleres,F. Pizzini,MD ME,28,75,Argentina,/214/971/23_60.png
Talleres,D. Valoyes,MD ME ATA,25,74,Colombia,/226/604/23_60.png
Talleres,G. Herrera,GOL,30,74,Argentina,/215/251/23_60.png
Talleres,E. Díaz,LE ZAG,26,74,Argentina,/246/870/23_60.png
Talleres,M. Catalán,ZAG LD,29,72,Argentina,/214/990/23_60.png
Talleres,A. Aguerre,GOL,31,72,Argentina,/215/123/23_60.png
Talleres,R. Pérez,ZAG,32,72,Colombia,/214/191/23_60.png
Talleres,J. Buffarini,LD,33,71,Argentina,/215/108/23_60.png
Talleres,C. Villalba,VOL MC,23,71,Argentina,/247/400/23_60.png
Talleres,M. Santos,ATA,29,71,Uruguay,/230/964/23_60.png
Talleres,F. Girotti,ATA,23,70,Argentina,/246/471/23_60.png
Talleres,Á. Martino,ME LE,24,69,Argentina,/236/671/23_60.png
Talleres,R. Villagra,VOL MC,21,69,Argentina,/255/351/23_60.png
Talleres,R. Garro,MEI ME,24,68,Argentina,/267/629/23_60.png
Talleres,C. Oliva,MC VOL,26,68,Uruguay,/247/076/23_60.png
Talleres,L. Suárez,ZAG LE,27,67,Argentina,/222/378/23_60.png
Talleres,F. Álvarez,ZAG,22,67,Argentina,/242/569/23_60.png
Talleres,J. Malatini,LD ZAG,21,67,Argentina,/261/182/23_60.png
Talleres,A. Maciel,ZAG,25,67,Argentina,/240/457/23_60.png
Talleres,F. Álvarez,MEI MD ME,29,67,Argentina,/227/602/23_60.png
Talleres,G. Benavídez,LD LD,26,66,Argentina,/261/081/23_60.png
Talleres,A. Franco,MC MD,23,66,Ecuador,/246/058/23_60.png
Talleres,I. Escobar,LE LE,26,65,Argentina,/235/049/23_60.png
Talleres,U. Ortegoza,MEI MC,25,64,Argentina,/269/889/23_60.png
Talleres,E. Batalla,PD PE,21,62,Colombia,/258/974/23_60.png
Talleres,J. Esquivel,ME ATA,21,62,Argentina,/264/312/23_60.png
Talleres,G. Álvez,PD PE ATA,18,61,Argentina,/261/183/23_60.png
Talleres,J. Romero,ATA,19,61,Argentina,/256/508/23_60.png
Talleres,S. Toloza,MEI MC,19,61,Argentina,/268/581/23_60.png
Talleres,J. Giacone,ATA,18,61,Argentina,/271/836/23_60.png
Talleres,F. Fragueda,GOL,21,60,Argentina,/247/756/23_60.png
Arsenal Sarandí,A. Medina,GOL,35,70,Argentina,/261/152/23_60.png
Arsenal Sarandí,D. Pérez,LE,33,70,Argentina,/215/049/23_60.png
Arsenal Sarandí,F. Kruspzky,ME MEI ATA,19,70,Argentina,/260/667/23_60.png
Arsenal Sarandí,D. Miloc,VOL MC,31,69,Argentina,/215/993/23_60.png
Arsenal Sarandí,C. Chimino,LD,34,68,Argentina,/223/615/23_60.png
Arsenal Sarandí,G. Goñi,ZAG,23,68,Argentina,/235/966/23_60.png
Arsenal Sarandí,G. Canto,ZAG LE,28,68,Argentina,/227/526/23_60.png
Arsenal Sarandí,S. Lomónaco,ATA ME MD,23,68,Argentina,/235/946/23_60.png
Arsenal Sarandí,B. Rivero,VOL MC,26,67,Argentina,/231/219/23_60.png
Arsenal Sarandí,J. Navas,LD MD,28,66,Argentina,/258/603/23_60.png
Arsenal Sarandí,A. Antilef,MC MEI,23,66,Argentina,/242/317/23_60.png
Arsenal Sarandí,J. Ibáñez,ME,25,65,Argentina,/232/801/23_60.png
Arsenal Sarandí,J. Bigo,GOL,23,65,Argentina,/269/557/23_60.png
Arsenal Sarandí,J. Pombo,ZAG,21,64,Argentina,/268/620/23_60.png
Arsenal Sarandí,L. Marchi,LE,25,64,Argentina,/251/979/23_60.png
Arsenal Sarandí,B. Sánchez,ME MEI,29,61,Argentina,/261/537/23_60.png
Arsenal Sarandí,S. Mohamed,MEI MC MD,22,61,Mexico,/257/543/23_60.png
Arsenal Sarandí,W. Machado,MC MD VOL,28,60,Uruguay,/266/302/23_60.png
Arsenal Sarandí,L. Cano,ATA,27,60,Argentina,/214/673/23_60.png
Arsenal Sarandí,E. Viveros,MD,19,59,Argentina,/265/478/23_60.png
Arsenal Sarandí,B. Báez,ATA,22,59,Argentina,/260/685/23_60.png
Banfield,F. Altamirano,GOL,26,73,Argentina,/227/477/23_60.png
Banfield,A. Urzi,ME PE,22,72,Argentina,/246/469/23_60.png
Banfield,M. Cuero,MD ME,29,72,Colombia,/214/434/23_60.png
Banfield,N. Domingo,VOL MC ZAG,37,72,Argentina,/167/665/23_60.png
Banfield,R. Enrique,ATA PE,21,71,Argentina,/261/072/23_60.png
Banfield,E. Bologna,GOL,40,71,Argentina,/142/962/23_60.png
Banfield,J. Dátolo,MEI MC,38,70,Argentina,/142/966/23_60.png
Banfield,A. Cabrera,VOL MC,29,69,Argentina,/258/455/23_60.png
Banfield,A. Chávez,ATA,31,69,Argentina,/223/066/23_60.png
Banfield,E. Coronel,LD,25,68,Argentina,/242/482/23_60.png
Banfield,A. Maldonado,ZAG,24,68,Argentina,/233/780/23_60.png
Banfield,M. Cuadra,ATA ME MD,27,67,Argentina,/235/927/23_60.png
Banfield,N. Linares,VOL MC,26,67,Argentina,/240/964/23_60.png
Banfield,J. Álvarez,ME PE LE,27,67,Uruguay,/259/929/23_60.png
Banfield,L. Abecasis,LD,32,67,Argentina,/205/630/23_60.png
Banfield,D. Gissi,ZAG,31,66,Switzerland,/189/551/23_60.png
Banfield,F. Quinteros,LE,23,66,Argentina,/246/865/23_60.png
Banfield,J. Cruz,ATA,22,66,Argentina,/255/453/23_60.png
Banfield,L. Del Pino Mago,ZAG LE,27,66,Venezuela,/246/015/23_60.png
Banfield,F. Cambeses,GOL,25,66,Argentina,/232/645/23_60.png
Banfield,M. Romero,MC LD VOL,26,65,Argentina,/226/024/23_60.png
Banfield,L. Ríos,MC VOL,21,65,Argentina,/254/951/23_60.png
Banfield,A. Quirós,LE ZAG,20,64,Argentina,/261/769/23_60.png
Banfield,G. Tanco,ZAG,22,63,Argentina,/258/071/23_60.png
Banfield,I. Rodríguez,MC,20,63,Argentina,/261/691/23_60.png
Banfield,E. López,ATA,20,63,Paraguay,/253/556/23_60.png
Banfield,J. Perales,ATA,21,62,Argentina,/267/775/23_60.png
Banfield,M. González,MD MEI MC,20,60,Argentina,/258/080/23_60.png
Banfield,J. Eseiza,LE LE,20,60,Argentina,/261/768/23_60.png
Defensa y Justicia,E. Unsain,GOL,27,75,Argentina,/222/511/23_60.png
Defensa y Justicia,A. Frías,ZAG,24,74,Argentina,/251/886/23_60.png
Defensa y Justicia,N. Tripichio,LD ZAG,26,72,Argentina,/227/900/23_60.png
Defensa y Justicia,N. Fernández,ATA PE PD,26,71,Argentina,/225/289/23_60.png
Defensa y Justicia,N. Colombo,ZAG,23,71,Argentina,/252/036/23_60.png
Defensa y Justicia,G. Alanís,MD ME LE,28,71,Argentina,/224/403/23_60.png
Defensa y Justicia,C. Ortiz,MEI MC,29,70,Argentina,/223/206/23_60.png
Defensa y Justicia,M. Ledesma,GOL,25,69,Argentina,/225/858/23_60.png
Defensa y Justicia,T. Cardona,ZAG,26,69,Argentina,/229/537/23_60.png
Defensa y Justicia,L. Otormín,ATA PD MEI,25,68,Uruguay,/259/968/23_60.png
Defensa y Justicia,L. Albertengo,ATA,31,67,Argentina,/215/309/23_60.png
Defensa y Justicia,L. Souto,LD LD LE,23,66,Argentina,/270/456/23_60.png
Defensa y Justicia,N. Zalazar,ZAG,25,66,Argentina,/236/670/23_60.png
Defensa y Justicia,M. Duarte,MC MEI MD,20,65,Argentina,/269/690/23_60.png
Defensa y Justicia,B. Cuello,MD ME MC,24,65,Argentina,/266/341/23_60.png
Defensa y Justicia,M. Peano,GOL,23,65,Argentina,/232/549/23_60.png
Defensa y Justicia,T. Escalante,MC,22,65,Argentina,/255/386/23_60.png
Defensa y Justicia,A. Ríos,ATA MEI MC,32,64,Argentina,/181/989/23_60.png
Defensa y Justicia,F. Versaci,ME MD MEI,20,63,Argentina,/256/525/23_60.png
Defensa y Justicia,L. Amadé,GOL,22,61,Argentina,/257/985/23_60.png
Defensa y Justicia,E. Cannavó,MC,20,60,Argentina,/270/215/23_60.png
Defensa y Justicia,F. Marco,ZAG,19,60,Argentina,/270/216/23_60.png
Huracán,F. Cristaldo,MEI MC ME,25,76,Argentina,/223/097/23_60.png
Huracán,L. Merolla,ZAG,27,73,Argentina,/232/521/23_60.png
Huracán,S. Hezze,VOL MC,20,72,Argentina,/255/971/23_60.png
Huracán,F. Fattori,VOL MC,29,72,Argentina,/226/671/23_60.png
Huracán,M. Cóccaro,ATA,24,71,Uruguay,/259/977/23_60.png
Huracán,F. Tobio,ZAG,32,69,Argentina,/213/433/23_60.png
Huracán,G. Gudiño,MD ME,29,69,Argentina,/235/827/23_60.png
Huracán,J. Acevedo,MD ME,25,69,Argentina,/237/993/23_60.png
Huracán,G. Soto,LD,28,68,Chile,/242/306/23_60.png
Huracán,N. Campisi,GOL,25,68,Argentina,/255/473/23_60.png
Huracán,S. Meza,GOL,22,68,Argentina,/258/180/23_60.png
Huracán,N. Cordero,ATA,23,68,Argentina,/235/991/23_60.png
Huracán,R. Cabral,ME MD,21,67,Argentina,/260/826/23_60.png
Huracán,I. Quílez,LD LD MD,32,67,Argentina,/215/234/23_60.png
Huracán,M. Cabrera,ATA,26,66,Uruguay,/263/124/23_60.png
Huracán,C. Ibañez,LE,22,66,Argentina,/253/384/23_60.png
Huracán,F. Henríquez,MC VOL,27,65,Argentina,/231/222/23_60.png
Huracán,L. Carrizo,LE,25,64,Argentina,/221/952/23_60.png
Huracán,F. Godoy,MC VOL,32,64,Argentina,/214/969/23_60.png
Huracán,P. Pizarro,ZAG,21,64,Argentina,/270/874/23_60.png
Huracán,G. Benítez,LE,28,63,Argentina,/232/535/23_60.png
Huracán,E. Luna,PE ATA PD,20,63,Argentina,/271/534/23_60.png
Huracán,V. Sánchez,MEI MC,20,63,Argentina,/271/456/23_60.png
Huracán,J. Gauto,ME MD,18,62,Argentina,/269/599/23_60.png
Huracán,S. Moya,ZAG,19,61,Argentina,/270/397/23_60.png
Huracán,R. Ferrario,GOL,22,60,Argentina,/245/057/23_60.png
Godoy Cruz,M. Ojeda,MD ME,23,76,Argentina,/240/744/23_60.png
Godoy Cruz,G. Ferrari,ZAG LD,25,71,Argentina,/245/439/23_60.png
Godoy Cruz,F. Negri,LE ME,27,71,Argentina,/236/281/23_60.png
Godoy Cruz,D. Rodríguez,GOL,33,71,Argentina,/214/933/23_60.png
Godoy Cruz,G. Abrego,MC VOL,22,70,Argentina,/260/593/23_60.png
Godoy Cruz,S. Rodríguez,ATA,22,70,Uruguay,/259/579/23_60.png
Godoy Cruz,N. Acevedo,MC VOL,33,70,Argentina,/223/247/23_60.png
Godoy Cruz,N. Breitenbruch,LD ZAG LD,26,70,Argentina,/224/049/23_60.png
Godoy Cruz,J. Espínola,GOL,27,70,Paraguay,/254/714/23_60.png
Godoy Cruz,P. Barrios,ZAG LD,32,70,Argentina,/199/435/23_60.png
Godoy Cruz,G. Ortíz,ZAG,29,69,Argentina,/215/070/23_60.png
Godoy Cruz,J. Canale,ZAG,25,69,Paraguay,/253/238/23_60.png
Godoy Cruz,T. Badaloni,ATA,22,69,Argentina,/243/477/23_60.png
Godoy Cruz,J. Andrada,VOL MC,27,68,Argentina,/233/034/23_60.png
Godoy Cruz,T. Allende,ME MD,23,68,Argentina,/266/624/23_60.png
Godoy Cruz,M. Ramírez,ME MD,23,68,Argentina,/261/275/23_60.png
Godoy Cruz,E. Pereyra,LE LE,23,67,Argentina,/241/929/23_60.png
Godoy Cruz,V. Burgoa,MEI ME,21,67,Argentina,/243/519/23_60.png
Godoy Cruz,B. Leyes,MC VOL,20,66,Argentina,/263/504/23_60.png
Godoy Cruz,J. Pintado,LD,24,65,Uruguay,/266/171/23_60.png
Godoy Cruz,E. Larrosa,ATA,21,65,Uruguay,/270/486/23_60.png
Godoy Cruz,L. Pizarro,ME MEI,24,65,Argentina,/238/329/23_60.png
Godoy Cruz,S. Paiva,ATA ME,23,64,Uruguay,/262/037/23_60.png
Godoy Cruz,J. Meli,ME LE,21,62,Argentina,/269/739/23_60.png
Atlético Tucumán,C. Lampe,GOL,35,74,Bolivia,/196/885/23_60.png
Atlético Tucumán,R. Carrera,MC ME MD,28,74,Argentina,/219/174/23_60.png
Atlético Tucumán,B. Bianchi,ZAG,33,73,Argentina,/215/015/23_60.png
Atlético Tucumán,G. Acosta,MC MD,33,72,Argentina,/232/692/23_60.png
Atlético Tucumán,A. Lotti,ATA,26,71,Argentina,/242/019/23_60.png
Atlético Tucumán,R. Tesuri,MD,26,70,Argentina,/257/338/23_60.png
Atlético Tucumán,R. Ruiz Rodríguez,ATA ME,22,70,Argentina,/252/193/23_60.png
Atlético Tucumán,C. Menéndez,ATA,34,70,Argentina,/215/294/23_60.png
Atlético Tucumán,C. Rius,MD,33,69,Argentina,/215/165/23_60.png
Atlético Tucumán,E. Isnaldo,ME,28,69,Argentina,/215/208/23_60.png
Atlético Tucumán,M. Garay,LD MD,23,69,Argentina,/261/155/23_60.png
Atlético Tucumán,M. Orihuela,LE ME,30,68,Argentina,/224/337/23_60.png
Atlético Tucumán,G. Gil Romero,VOL MC,29,68,Argentina,/215/328/23_60.png
Atlético Tucumán,G. Risso Patrón,LE,26,66,Argentina,/241/273/23_60.png
Atlético Tucumán,I. Maestro Puch,ATA,18,66,Argentina,/267/987/23_60.png
Atlético Tucumán,T. Marchiori,GOL,27,65,Argentina,/259/273/23_60.png
Atlético Tucumán,M. Ortíz,ZAG LD,28,65,Argentina,/241/010/23_60.png
Atlético Tucumán,E. Borja,ATA,27,64,Paraguay,/246/675/23_60.png
Atlético Tucumán,F. Di Franco,MC MD ME,27,64,Argentina,/216/411/23_60.png
Atlético Tucumán,A. Lagos,LD MD,20,63,Argentina,/252/192/23_60.png
Atlético Tucumán,C. Albornoz,ZAG,21,61,Argentina,/252/194/23_60.png
Atlético Tucumán,N. Romero,ZAG LE,18,61,Argentina,/262/142/23_60.png
Atlético Tucumán,K. Isa,ATA ME,21,60,Argentina,/248/145/23_60.png
Gimnasia y Esgrima,R. Rey,GOL,31,75,Argentina,/215/069/23_60.png
Gimnasia y Esgrima,B. Alemán,MC MEI MD,32,75,Uruguay,/215/018/23_60.png
Gimnasia y Esgrima,L. Morales,ZAG LD,31,73,Argentina,/240/640/23_60.png
Gimnasia y Esgrima,C. Tarragona,ATA,31,73,Argentina,/232/729/23_60.png
Gimnasia y Esgrima,M. Melluso,LE LE,24,72,Argentina,/240/956/23_60.png
Gimnasia y Esgrima,E. Cecchini,VOL MC,25,70,Argentina,/223/498/23_60.png
Gimnasia y Esgrima,G. Enrique,LD,22,69,Argentina,/265/609/23_60.png
Gimnasia y Esgrima,O. Piris,ZAG,33,69,Argentina,/265/661/23_60.png
Gimnasia y Esgrima,N. Colazo,LE ME MC,31,69,Argentina,/193/414/23_60.png
Gimnasia y Esgrima,A. Cardozo,MC VOL,25,69,Argentina,/236/472/23_60.png
Gimnasia y Esgrima,R. Sosa,ME MD ATA,22,68,Paraguay,/255/718/23_60.png
Gimnasia y Esgrima,G. Guiffrey,ZAG LE,24,68,Argentina,/244/851/23_60.png
Gimnasia y Esgrima,G. Fratta,ZAG,26,68,Uruguay,/259/318/23_60.png
Gimnasia y Esgrima,E. Ramírez,ATA MD,25,68,Argentina,/228/211/23_60.png
Gimnasia y Esgrima,F. Soldano,ATA,27,68,Argentina,/226/811/23_60.png
Gimnasia y Esgrima,N. Contin,ATA,26,67,Argentina,/225/519/23_60.png
Gimnasia y Esgrima,H. Mancilla,VOL MC,30,67,Colombia,/236/859/23_60.png
Gimnasia y Esgrima,B. Dominguez,ME MD,18,66,Argentina,/269/558/23_60.png
Gimnasia y Esgrima,M. Miranda,MEI MD ME,22,66,Argentina,/254/131/23_60.png
Gimnasia y Esgrima,N. Leyes,VOL MC,32,65,Argentina,/224/542/23_60.png
Gimnasia y Esgrima,A. Domínguez,ATA,25,63,Argentina,/237/923/23_60.png
Gimnasia y Esgrima,I. Miramón,MD VOL,19,63,Argentina,/261/171/23_60.png
Gimnasia y Esgrima,N. Manganelli,GOL,21,61,Argentina,/258/200/23_60.png
Gimnasia y Esgrima,L. Chávez,MD ME ATA,21,61,Argentina,/242/917/23_60.png
Gimnasia y Esgrima,T. Durso,GOL,23,60,Argentina,/240/955/23_60.png
Gimnasia y Esgrima,T. Muro,MD MC ME,20,60,Argentina,/269/832/23_60.png
Gimnasia y Esgrima,A. Steimbach,MD,19,59,Argentina,/271/832/23_60.png
Gimnasia y Esgrima,G. Gonzalez,LD,19,59,Argentina,/271/524/23_60.png
Unión de Santa Fe,S. Mele,GOL,24,72,Uruguay,/259/259/23_60.png
Unión de Santa Fe,S. Moyano,GOL,31,72,Argentina,/215/132/23_60.png
Unión de Santa Fe,D. Polenta,ZAG,30,71,Uruguay,/188/485/23_60.png
Unión de Santa Fe,C. Corvalán,LE ZAG,33,71,Argentina,/211/272/23_60.png
Unión de Santa Fe,J. Portillo,VOL ZAG MC,22,71,Argentina,/259/788/23_60.png
Unión de Santa Fe,F. Calderón,ZAG,24,71,Argentina,/253/951/23_60.png
Unión de Santa Fe,M. Luna Diale,ATA MD,23,70,Argentina,/253/908/23_60.png
Unión de Santa Fe,K. Zenón,ME MD PE,21,70,Argentina,/259/789/23_60.png
Unión de Santa Fe,F. Vera,LD LD,24,70,Argentina,/259/786/23_60.png
Unión de Santa Fe,E. Cañete,MC ATA MEI,23,70,Argentina,/256/167/23_60.png
Unión de Santa Fe,F. Gerometta,LD,22,69,Argentina,/255/886/23_60.png
Unión de Santa Fe,I. Machuca,MD ME,22,69,Argentina,/259/790/23_60.png
Unión de Santa Fe,J. Álvez,ATA,34,69,Uruguay,/225/073/23_60.png
Unión de Santa Fe,J. Nardoni,MC,19,68,Argentina,/253/952/23_60.png
Unión de Santa Fe,J. Marabel,ATA,24,68,Paraguay,/260/030/23_60.png
Unión de Santa Fe,L. Esquivel,LE LE,20,68,Argentina,/259/787/23_60.png
Unión de Santa Fe,B. Castrillon,ME MD,23,68,Colombia,/246/081/23_60.png
Unión de Santa Fe,D. Juárez,MD PD ME,20,67,Argentina,/261/273/23_60.png
Unión de Santa Fe,E. Roldán,MC MD VOL,21,67,Argentina,/256/501/23_60.png
Unión de Santa Fe,F. Agüero,ZAG,27,64,Argentina,/263/119/23_60.png
Unión de Santa Fe,M. Gallegos,ATA,25,63,Argentina,/241/170/23_60.png
Unión de Santa Fe,T. González,ATA,19,63,Argentina,/270/487/23_60.png
Unión de Santa Fe,S. Jaurena,MC,22,62,Argentina,/266/762/23_60.png
Unión de Santa Fe,L. Bucca,MC,23,62,Argentina,/269/740/23_60.png
Unión de Santa Fe,A. Balbo,ZAG LE,20,61,Argentina,/271/968/23_60.png
Unión de Santa Fe,N. Paz,LD LE,19,61,Argentina,/271/969/23_60.png
Unión de Santa Fe,D. González,GOL,19,60,Argentina,/271/970/23_60.png
Platense,M. Zárate,MEI ATA ME,35,73,Argentina,/153/177/23_60.png
Platense,G. Suso,ZAG,31,72,Argentina,/235/004/23_60.png
Platense,I. Schor,MD PD ME,21,71,Argentina,/261/011/23_60.png
Platense,J. Infante,LE LE,26,71,Argentina,/261/016/23_60.png
Platense,G. Bergessio,ATA,37,70,Argentina,/171/975/23_60.png
Platense,M. Bogado,VOL MC,37,69,Argentina,/214/998/23_60.png
Platense,R. González,ZAG,31,68,Argentina,/239/590/23_60.png
Platense,H. Ruíz Díaz,ZAG LD,29,68,Uruguay,/254/036/23_60.png
Platense,J. Benítez,ATA,29,68,Paraguay,/225/021/23_60.png
Platense,F. Gino,MC VOL,29,67,Uruguay,/230/984/23_60.png
Platense,R. Contreras,ATA,26,67,Argentina,/215/112/23_60.png
Platense,H. Tijanovich,ME ATA MD,26,67,Argentina,/229/536/23_60.png
Platense,S. Guerrero,ATA MEI,21,66,Uruguay,/261/533/23_60.png
Platense,J. Pignani,ZAG,20,65,Argentina,/267/410/23_60.png
Platense,A. Sánchez,GOL,35,65,Argentina,/213/588/23_60.png
Platense,F. Baldassarra,MD MC ME,23,65,Argentina,/261/172/23_60.png
Platense,A. Alcorcel,GOL,21,61,Argentina,/269/502/23_60.png
Aldosivi,M. Cauteruccio,ATA MD,35,72,Uruguay,/215/292/23_60.png
Aldosivi,M. Pisano,PD MEI MD,30,71,Argentina,/219/879/23_60.png
Aldosivi,S. Silva,ATA,41,70,Uruguay,/139/799/23_60.png
Aldosivi,M. Meli,MC MD,30,70,Argentina,/215/358/23_60.png
Aldosivi,F. Cerro,MC VOL,34,69,Argentina,/215/177/23_60.png
Aldosivi,T. Martínez,MC MEI MD,27,68,Argentina,/212/747/23_60.png
Aldosivi,E. Iñíguez,LD LE,25,68,Argentina,/243/816/23_60.png
Aldosivi,E. Schelotto,LD LD,33,67,Italy,/192/838/23_60.png
Aldosivi,M. López Quintana,ZAG,26,67,Paraguay,/225/910/23_60.png
Aldosivi,E. Maciel,VOL MC,25,66,Argentina,/252/188/23_60.png
Aldosivi,L. Maciel,MC VOL,26,66,Argentina,/234/223/23_60.png
Aldosivi,J. Zacaría,ME MC LE,32,66,Argentina,/218/345/23_60.png
Aldosivi,F. Román Villalba,LE LE,23,66,Paraguay,/259/361/23_60.png
Aldosivi,M. Morello,MC,21,65,Argentina,/268/872/23_60.png
Aldosivi,J. Iritier,PE MD ME,27,65,Argentina,/236/667/23_60.png
Aldosivi,J. Indacoechea,LD MC,21,65,Argentina,/254/565/23_60.png
Aldosivi,J. Cuesta,PE ATA,20,65,Colombia,/247/780/23_60.png
Aldosivi,R. Lucero,LD LD,20,64,Argentina,/262/991/23_60.png
Aldosivi,L. Ingolotti,GOL,22,63,Argentina,/243/810/23_60.png
Aldosivi,P. Boolsen,ZAG,24,63,Argentina,/266/379/23_60.png
Aldosivi,S. Laquidain,LE ZAG,20,60,Argentina,/269/704/23_60.png
Central Cordoba SdE,R. López,ATA,28,71,Uruguay,/246/828/23_60.png
Central Cordoba SdE,J. Bay,LE LE,29,70,Argentina,/251/212/23_60.png
Central Cordoba SdE,C. Rigamonti,GOL,35,70,Argentina,/215/250/23_60.png
Central Cordoba SdE,J. Soraire,MC,33,70,Argentina,/251/139/23_60.png
Central Cordoba SdE,F. Pereyra,ZAG,32,70,Argentina,/251/138/23_60.png
Central Cordoba SdE,A. Martínez,ME MD,24,69,Argentina,/263/365/23_60.png
Central Cordoba SdE,I. Ramírez,LD,27,69,Paraguay,/244/946/23_60.png
Central Cordoba SdE,E. Kalinski,VOL MC,35,69,Argentina,/215/089/23_60.png
Central Cordoba SdE,C. Toselli,GOL,34,69,Chile,/189/357/23_60.png
Central Cordoba SdE,C. Riaño,ATA,33,68,Argentina,/214/965/23_60.png
Central Cordoba SdE,N. Leguizamón,ATA,27,68,Argentina,/233/825/23_60.png
Central Cordoba SdE,F. Sbuttoni,ZAG,33,67,Argentina,/232/695/23_60.png
Central Cordoba SdE,M. Di Benedetto,ZAG,29,67,Argentina,/266/554/23_60.png
Central Cordoba SdE,M. Laba,VOL MC,30,67,Argentina,/214/594/23_60.png
Central Cordoba SdE,J. Kaprof,ATA ATA MEI,27,66,Argentina,/216/802/23_60.png
Central Cordoba SdE,F. Grahl,MC VOL MEI,30,66,Argentina,/241/605/23_60.png
Central Cordoba SdE,L. Montoya,LE ME,27,65,Argentina,/233/369/23_60.png
Central Cordoba SdE,P. Lima,ZAG,30,65,Uruguay,/235/985/23_60.png
Central Cordoba SdE,N. Banegas,LE ZAG,25,64,Argentina,/258/574/23_60.png
Central Cordoba SdE,A. Bustos,MC,23,63,Argentina,/261/620/23_60.png
Central Cordoba SdE,J. Gómez,LD,22,61,Argentina,/268/954/23_60.png
Patronato,N. Castro,MC ME MD,31,70,Argentina,/258/325/23_60.png
Patronato,R. Lozano,LD,24,69,Argentina,/257/407/23_60.png
Patronato,J. Herrera,ATA PE,30,69,Argentina,/243/977/23_60.png
Patronato,S. Medina,ME MD,22,68,Argentina,/267/392/23_60.png
